width_mm,height_mm,depth_mm,mount_panel,din_inclined,cable_entries,breakers_le63,load_switches,contactors,rcd,freq_converters,soft_starters,power_supplies,phase_relays,relays,fans,thermostats,fuse_holders,signal_lamps,analog_4_20mA,interfaces_count,terminals,ip_rating,plc_type,hmi_type,baseline_hours,actual_hours
2000,800,600,1,0,8,4,1,4,0,0,0,1,1,4,1,1,7,0,5,2,55,IP65,Модульный ПЛК,"До 7""",14.67,15.78
1200,1000,400,1,1,9,5,0,1,2,1,0,1,1,5,2,1,3,5,6,2,51,IP54,Релейное,Нет,15.23,16.05
400,300,200,1,1,13,11,0,8,2,0,0,1,0,0,0,0,0,1,2,2,93,IP65,Компактный ПЛК,Нет,16.59,17.13
800,600,300,1,0,9,6,1,3,1,0,0,0,1,2,1,1,7,4,3,3,56,IP54,Релейное,Нет,13.33,14.23
600,400,250,1,0,5,6,1,4,1,1,0,0,1,1,0,0,4,4,0,0,40,IP65,Нет,Нет,9.95,10.04
800,600,300,1,1,14,11,0,7,2,0,0,1,1,1,1,1,7,4,8,3,92,IP65,Релейное,Нет,20.64,20.64
400,300,200,1,1,10,9,1,8,2,0,6,1,0,1,1,1,4,1,2,2,69,IP65,Компактный ПЛК,"Свыше 7""",19.13,18.07
1000,800,300,1,0,4,5,0,0,2,2,0,1,1,5,0,0,4,1,0,0,37,IP54,Нет,"До 7""",12.48,11.92
800,600,300,1,0,13,10,1,7,1,1,0,1,1,6,0,0,3,4,6,3,100,IP54,Компактный ПЛК,"До 7""",21.83,19.62
600,400,250,1,0,7,5,0,2,1,1,0,0,1,4,0,0,3,2,4,3,38,IP54,Компактный ПЛК,"До 7""",12.82,12.87
400,300,200,1,0,12,13,0,5,2,4,0,1,0,11,0,0,3,3,0,0,85,IP66,Нет,"До 7""",21.58,22.57
1200,1000,400,1,0,7,8,1,3,2,0,0,1,1,3,0,0,0,2,5,3,53,IP65,Компактный ПЛК,"До 7""",14.51,14.96
800,800,300,1,0,10,11,1,3,0,4,3,1,1,4,0,0,3,4,0,0,66,IP54,Нет,"Свыше 7""",19.58,19.78
1200,1000,400,1,0,6,4,0,1,2,1,0,1,1,4,0,0,2,0,1,1,30,IP54,Релейное,"До 7""",9.7,9.92
600,600,250,1,0,11,11,1,5,1,2,0,1,0,0,1,1,4,0,0,0,64,IP54,Нет,Нет,15.87,15.16
600,600,250,1,0,10,10,1,1,0,4,0,1,1,4,0,0,0,0,7,1,82,IP66,Релейное,"До 7""",21.65,21.25
800,600,300,1,0,9,4,1,1,2,1,0,1,0,4,0,0,2,4,8,1,59,IP21,Компактный ПЛК,"До 7""",16.12,17.85
1000,800,300,1,1,11,13,1,9,0,0,0,1,0,9,0,0,5,4,3,3,92,IP21,Компактный ПЛК,Нет,19.5,19.68
400,300,200,1,1,11,9,0,7,0,0,0,0,0,5,0,0,5,3,9,3,96,IP66,Компактный ПЛК,"До 7""",21.54,22.38
800,600,300,1,1,15,10,0,1,1,6,0,0,0,7,0,0,7,4,9,2,96,IP54,Релейное,"До 7""",25.87,24.44
600,400,250,1,0,9,5,1,2,0,1,0,1,0,4,0,0,4,5,9,3,49,IP65,Релейное,Нет,15.53,16.67
1000,800,300,1,0,7,7,0,2,1,4,0,1,1,6,2,1,2,1,2,2,67,IP54,Релейное,"До 7""",18.66,19.63
600,600,250,1,0,6,5,0,3,2,0,0,1,0,4,0,0,5,5,0,0,42,IP65,Нет,Нет,9.46,9.17
1000,800,300,1,0,9,9,1,5,2,4,0,1,0,10,0,0,3,2,0,0,85,IP65,Нет,Нет,19.12,18.41
400,300,200,1,1,7,9,1,3,1,2,0,1,0,6,0,0,1,0,0,0,58,IP65,Нет,"До 7""",15.52,15.09
1200,1000,400,1,0,14,8,0,1,0,5,0,1,1,1,2,1,2,3,10,2,56,IP66,Компактный ПЛК,Нет,21.87,23.9
1000,800,300,0,1,10,3,0,1,2,0,0,1,0,2,1,1,7,2,11,2,45,IP66,Компактный ПЛК,"До 7""",15.96,18.1
2000,800,600,1,1,11,6,1,3,2,0,0,1,1,6,1,1,7,0,10,3,72,IP66,Компактный ПЛК,Нет,19.16,19.89
600,600,250,1,1,10,8,1,3,1,3,0,1,1,6,0,0,4,1,6,2,85,IP21,Компактный ПЛК,"До 7""",22.25,21.04
800,600,300,1,0,5,5,1,1,0,1,0,1,0,1,0,0,1,2,5,2,35,IP65,Модульный ПЛК,Нет,11.56,11.7
2000,800,600,1,0,11,9,1,7,0,0,1,1,1,4,0,0,4,2,6,2,103,IP65,Модульный ПЛК,Нет,19.82,19.67
1000,800,300,1,0,4,3,1,1,2,1,0,1,1,1,1,1,3,3,0,0,25,IP65,Нет,"Свыше 7""",9.27,8.63
600,600,250,1,0,8,6,0,3,0,0,0,1,0,5,1,1,7,3,3,3,45,IP21,Релейное,Нет,12.24,12.73
2000,800,600,1,0,13,8,1,3,1,0,0,1,1,6,1,1,6,1,10,2,95,IP65,Компактный ПЛК,"До 7""",20.8,20.49
400,300,200,1,0,13,10,0,2,0,3,0,1,0,4,0,0,6,2,6,1,83,IP65,Компактный ПЛК,Нет,20.57,20.15
800,600,300,1,0,4,2,0,0,1,0,0,1,1,3,0,0,6,5,2,3,23,IP21,Релейное,"До 7""",9.32,9.36
1200,1000,400,1,1,4,4,1,1,2,0,0,1,1,1,1,1,0,2,0,0,26,IP65,Нет,Нет,7.33,7.37
600,600,250,1,0,3,5,1,2,2,0,0,1,1,1,2,1,3,1,0,0,28,IP65,Нет,"До 7""",8.59,8.35
600,600,250,1,1,11,7,0,5,0,0,0,1,1,5,1,1,0,4,6,1,89,IP65,Модульный ПЛК,"До 7""",18.68,18.48
2000,800,600,1,1,14,12,0,0,0,8,0,1,0,6,0,0,4,3,8,2,70,IP65,Компактный ПЛК,Нет,23.48,25.41
1000,800,300,1,1,5,5,1,2,1,0,0,1,1,2,0,0,6,0,3,1,36,IP54,Компактный ПЛК,Нет,10.3,10.23
800,600,300,1,0,9,8,1,4,2,0,0,0,0,0,2,1,5,0,2,1,52,IP54,Компактный ПЛК,"До 7""",12.91,12.93
800,600,300,1,0,5,3,0,2,0,0,0,1,0,2,1,1,5,4,0,3,31,IP21,Релейное,Нет,8.61,8.85
400,300,200,1,1,9,7,0,2,2,3,0,1,0,4,1,1,6,2,2,2,45,IP54,Релейное,Нет,16.26,16.12
600,600,250,1,1,8,6,1,1,2,1,0,1,1,3,0,0,0,3,10,3,51,IP21,Компактный ПЛК,Нет,16.36,17.52
800,600,300,1,1,13,12,0,7,0,0,0,0,1,10,0,0,0,1,2,3,124,IP54,Компактный ПЛК,"Свыше 7""",20.98,19.29
600,400,250,1,0,9,10,1,7,0,1,1,1,0,7,1,1,6,5,3,2,95,IP21,Компактный ПЛК,Нет,19.88,19.34
400,300,200,1,0,10,7,1,2,2,2,0,1,0,0,0,0,6,1,7,3,57,IP54,Релейное,"Свыше 7""",19.14,19.66
2000,800,600,1,0,15,10,1,6,2,0,0,1,1,7,1,1,3,1,11,1,81,IP65,Компактный ПЛК,Нет,20.35,23.11
1200,1000,400,1,0,7,5,0,2,0,0,0,1,1,2,0,0,3,4,10,3,58,IP66,Компактный ПЛК,Нет,15.83,19.17
1200,1000,400,1,1,11,9,0,3,2,3,0,1,1,7,0,0,1,0,9,3,101,IP65,Релейное,Нет,23.75,26.54
1200,1000,400,1,1,9,3,1,2,1,0,0,1,1,1,0,0,2,2,9,1,53,IP54,Модульный ПЛК,"До 7""",15.09,16.63
2000,800,600,1,0,9,12,1,7,1,2,0,1,1,1,2,1,4,1,1,1,98,IP54,Компактный ПЛК,Нет,20.87,21.06
600,400,250,1,0,8,6,1,1,1,2,0,1,1,2,2,1,1,1,6,3,45,IP54,Релейное,"До 7""",17.41,17.53
400,300,200,1,0,11,9,1,7,0,1,0,1,0,5,0,0,1,5,2,2,64,IP54,Компактный ПЛК,Нет,15.6,15.1
2000,800,600,1,1,7,7,1,3,1,1,0,1,1,3,2,1,5,3,5,2,69,IP54,Релейное,Нет,16.44,16.76
2000,800,600,1,0,7,7,1,0,0,3,0,1,1,5,0,0,2,1,2,1,52,IP66,Компактный ПЛК,Нет,15.78,16.59
800,800,300,1,1,11,6,1,5,2,0,0,1,0,2,0,0,3,3,7,3,79,IP66,Релейное,"До 7""",18.53,19.07
1200,1000,400,1,0,12,11,1,4,2,2,0,1,0,7,0,0,3,2,3,3,97,IP21,Модульный ПЛК,"До 7""",22.89,25.46
1000,800,300,1,0,12,10,1,6,2,1,0,1,1,3,2,1,6,4,6,2,78,IP65,Компактный ПЛК,"До 7""",20.34,20.14
800,600,300,1,0,13,11,0,0,1,8,0,1,1,7,1,1,5,2,0,0,61,IP65,Нет,"Свыше 7""",19.71,20.61
1200,1000,400,1,1,9,4,0,2,2,0,0,1,1,1,1,1,3,0,6,2,54,IP66,Компактный ПЛК,Нет,13.95,14.18
1000,800,300,1,0,13,10,0,2,0,4,1,1,1,8,0,0,5,2,9,1,99,IP54,Компактный ПЛК,"До 7""",25.31,24.03
600,600,250,1,0,10,6,0,0,2,3,0,1,1,4,1,1,4,5,8,3,45,IP65,Релейное,Нет,18.74,19.91
800,800,300,1,0,6,2,0,1,0,0,0,1,0,2,2,1,1,5,9,3,34,IP66,Релейное,"До 7""",13.72,14.84
600,400,250,1,0,15,10,0,6,1,3,0,0,0,6,1,1,7,1,5,3,93,IP66,Релейное,Нет,23.34,23.6
600,400,250,1,0,12,8,1,5,2,0,1,1,1,2,1,1,2,0,6,1,80,IP54,Компактный ПЛК,"До 7""",17.78,16.81
1200,1000,400,1,1,12,12,1,7,0,0,0,1,1,5,0,0,6,0,0,1,95,IP65,Компактный ПЛК,"До 7""",17.27,19.15
800,800,300,1,0,14,9,0,5,1,0,0,1,1,4,1,1,7,5,11,2,77,IP54,Компактный ПЛК,Нет,20.07,21.72
800,600,300,1,1,6,6,0,2,1,3,0,1,1,0,1,1,3,5,2,3,43,IP21,Релейное,"До 7""",16.57,16.3
1000,800,300,1,1,6,8,1,4,2,0,2,1,0,7,0,0,1,0,0,0,69,IP65,Нет,"До 7""",13.63,13.26
800,600,300,1,0,11,7,0,1,2,5,0,1,0,1,1,1,3,2,6,2,48,IP21,Компактный ПЛК,Нет,18.39,20.69
1200,1000,400,1,1,7,5,0,2,1,0,0,1,0,1,1,1,0,1,7,1,57,IP54,Компактный ПЛК,Нет,13.25,14.95
2000,800,600,1,0,11,9,0,5,1,1,0,1,1,0,2,1,7,4,1,2,55,IP65,Модульный ПЛК,"До 7""",15.68,16.04
1000,800,300,1,0,16,13,0,8,1,0,7,1,1,7,2,1,5,0,11,2,139,IP21,Релейное,Нет,28.6,27.03
800,600,300,1,1,12,6,1,1,1,3,0,1,1,6,2,1,4,1,10,2,83,IP54,Релейное,Нет,22.64,23.57
1000,800,300,1,0,7,8,1,1,2,4,0,1,1,3,0,0,6,4,0,0,49,IP54,Нет,"До 7""",15.96,14.68
600,400,250,1,0,6,6,1,3,0,0,0,1,1,0,2,1,3,2,0,0,38,IP65,Нет,"До 7""",9.61,9.34
1000,800,300,1,0,5,5,1,1,2,0,0,1,1,2,0,0,3,4,5,1,39,IP54,Компактный ПЛК,"Свыше 7""",12.64,12.51
800,800,300,1,0,9,6,0,5,0,0,0,1,1,5,1,1,7,2,0,0,47,IP65,Нет,Нет,10.59,10.44
400,300,200,1,0,12,10,1,7,2,0,0,0,0,7,0,0,4,0,7,1,115,IP54,Модульный ПЛК,Нет,20.66,18.14
800,600,300,1,0,7,7,1,2,0,2,0,0,1,3,1,1,6,4,0,0,52,IP54,Нет,"До 7""",15.08,15.29
1200,1000,400,1,0,5,7,1,1,1,2,0,1,1,2,1,1,5,2,0,0,49,IP66,Нет,"Свыше 7""",15.23,15.47
600,400,250,1,1,11,7,0,5,0,1,0,1,0,6,1,1,4,4,4,3,59,IP65,Модульный ПЛК,Нет,16.5,17.64
2000,800,600,1,0,8,8,1,2,0,4,0,1,0,3,0,0,7,1,1,2,44,IP54,Компактный ПЛК,"До 7""",16.36,16.14
1000,800,300,1,0,11,10,1,0,2,5,0,1,0,7,1,1,5,0,8,2,70,IP54,Модульный ПЛК,Нет,22.33,25.69
1000,800,300,0,1,7,5,0,0,0,3,0,1,1,4,1,1,0,3,0,0,35,IP66,Нет,Нет,12.55,14.27
600,600,250,1,0,12,6,1,5,2,1,0,0,1,5,1,1,0,3,9,1,61,IP54,Релейное,Нет,17.14,17.46
800,600,300,1,0,12,7,1,3,1,2,0,1,1,8,2,1,6,2,6,3,75,IP65,Релейное,Нет,21.05,22.45
1200,1000,400,1,0,8,4,1,1,1,1,0,1,1,2,0,0,1,4,6,3,36,IP54,Релейное,"До 7""",13.34,12.96
800,600,300,1,0,8,8,1,4,0,0,0,1,1,3,0,0,0,0,1,3,53,IP21,Релейное,"Свыше 7""",12.38,12.25
600,400,250,1,0,5,3,1,1,1,0,0,1,0,2,2,1,1,5,2,1,32,IP21,Релейное,Нет,9.34,9.48
1200,1000,400,0,0,10,12,1,8,1,0,0,1,1,8,2,1,0,0,3,3,112,IP65,Модульный ПЛК,Нет,19.95,20.11
600,600,250,1,0,6,4,0,3,1,1,0,1,0,2,0,0,0,5,0,3,31,IP54,Компактный ПЛК,Нет,9.91,16.62
800,600,300,1,0,11,9,1,4,0,1,0,1,0,0,0,0,1,3,4,1,51,IP54,Компактный ПЛК,"Свыше 7""",14.71,15.14
800,600,300,1,0,6,3,1,2,0,1,0,1,1,0,2,1,0,4,1,1,28,IP66,Компактный ПЛК,"До 7""",10.99,12.7
600,600,250,1,1,15,10,1,9,1,0,0,1,1,4,1,1,3,5,10,2,96,IP54,Релейное,Нет,22.13,22.36
1000,800,300,1,0,8,11,1,8,0,0,0,0,1,7,2,1,1,4,0,2,107,IP54,Компактный ПЛК,Нет,18.02,18.31
400,300,200,1,1,12,10,0,7,0,1,0,1,0,6,1,1,3,0,4,1,77,IP21,Компактный ПЛК,Нет,17.25,17.22
2000,800,600,1,1,5,4,1,1,2,0,0,1,1,4,1,1,6,4,5,2,41,IP54,Модульный ПЛК,"До 7""",14.09,15.1
600,400,250,1,0,9,10,1,4,0,4,0,1,1,9,0,0,1,0,1,2,73,IP65,Релейное,"До 7""",19.34,19.68
1200,1000,400,1,1,11,9,0,2,0,4,0,1,1,0,2,1,1,2,3,3,45,IP54,Компактный ПЛК,Нет,17.3,18.86
800,600,300,1,1,10,9,0,2,1,6,0,1,0,7,2,1,1,4,0,0,76,IP54,Нет,Нет,19.07,20.28
600,600,250,1,0,11,8,1,5,1,0,0,1,1,2,0,0,7,4,11,1,68,IP54,Релейное,"До 7""",18.68,19.68
1000,800,300,1,1,11,5,0,1,2,2,0,1,1,2,0,0,4,3,6,1,41,IP54,Компактный ПЛК,"До 7""",17.16,15.83
1200,1000,400,1,1,5,5,1,2,0,0,0,1,0,2,0,0,2,5,0,0,31,IP54,Нет,"Свыше 7""",9.13,8.33
400,300,200,1,0,10,9,1,5,2,2,1,1,0,9,0,0,1,5,1,1,64,IP65,Модульный ПЛК,"До 7""",19.86,23.06
600,400,250,1,0,5,2,0,0,0,0,0,0,1,0,0,0,6,4,4,2,21,IP66,Модульный ПЛК,"Свыше 7""",10.35,10.54
1200,1000,400,1,0,10,10,0,3,1,2,0,1,1,5,0,0,3,5,3,2,78,IP54,Компактный ПЛК,Нет,19.54,19.05
2000,800,600,1,0,6,7,0,2,0,2,0,1,1,2,0,0,1,4,0,3,48,IP54,Модульный ПЛК,Нет,14.7,16.09
800,800,300,1,0,12,11,0,10,0,0,0,0,1,3,0,0,3,1,0,0,105,IP66,Нет,Нет,16.43,15.98
600,400,250,1,1,7,5,1,2,2,0,0,1,0,0,1,1,1,0,4,2,41,IP65,Релейное,Нет,10.96,11.32
1200,1000,400,1,1,9,9,0,2,1,5,0,1,0,5,0,0,1,0,2,3,59,IP54,Компактный ПЛК,"Свыше 7""",19.0,20.19
2000,800,600,1,1,4,5,0,3,0,0,0,1,1,1,0,0,1,0,0,0,35,IP21,Нет,Нет,7.29,7.59
400,300,200,1,1,8,7,0,2,0,1,0,0,0,3,1,1,5,1,6,2,65,IP21,Компактный ПЛК,"Свыше 7""",16.36,15.42
400,300,200,1,0,10,10,1,2,2,3,0,1,0,7,1,1,0,5,4,2,87,IP65,Компактный ПЛК,Нет,21.54,19.14
1000,800,300,1,1,5,4,0,1,2,0,0,1,0,2,0,0,3,4,2,2,41,IP54,Компактный ПЛК,"До 7""",11.15,11.41
800,600,300,1,0,12,12,1,6,1,1,0,1,1,3,0,0,3,5,4,3,94,IP54,Релейное,"Свыше 7""",20.45,19.04
800,800,300,1,1,8,7,1,4,1,1,0,1,0,0,0,0,1,1,1,2,44,IP66,Компактный ПЛК,Нет,12.31,12.51
800,800,300,1,0,12,8,1,3,0,2,0,1,1,5,1,1,2,0,7,3,81,IP65,Модульный ПЛК,Нет,21.3,23.16
1200,1000,400,1,0,11,12,0,7,0,1,0,1,1,10,2,1,5,2,0,0,78,IP66,Нет,Нет,16.83,17.61
800,800,300,1,0,10,11,1,6,0,1,0,1,0,7,1,1,6,5,2,3,89,IP21,Модульный ПЛК,Нет,19.19,18.14
400,300,200,1,0,7,4,0,0,2,1,0,1,0,0,1,1,4,0,8,1,47,IP66,Компактный ПЛК,"До 7""",14.53,15.5
600,600,250,1,0,8,2,1,2,0,0,0,1,1,1,2,1,2,3,6,2,39,IP54,Компактный ПЛК,"Свыше 7""",13.04,12.96
1200,1000,400,1,0,11,13,0,6,1,3,0,1,1,6,0,0,4,5,0,2,90,IP54,Модульный ПЛК,Нет,21.46,21.69
1200,1000,400,1,0,4,2,0,0,1,0,0,0,0,2,0,0,3,2,0,2,17,IP65,Модульный ПЛК,"До 7""",7.12,6.85
800,800,300,1,1,4,3,1,1,1,0,0,1,1,3,0,0,6,2,4,1,41,IP65,Компактный ПЛК,Нет,10.93,11.6
1200,1000,400,0,0,12,13,1,9,1,0,0,1,0,9,1,1,2,5,0,0,107,IP65,Нет,"Свыше 7""",19.05,20.13
1200,1000,400,0,0,12,5,0,3,2,0,0,1,1,1,0,0,7,1,10,1,65,IP21,Компактный ПЛК,Нет,15.52,16.04
600,600,250,1,1,5,2,1,0,1,0,0,1,1,3,1,1,6,2,0,0,21,IP65,Нет,"До 7""",7.76,7.89
1200,1000,400,1,0,10,5,1,5,0,0,0,1,0,3,0,0,3,5,4,1,63,IP65,Релейное,Нет,13.55,14.17
1000,800,300,1,0,11,5,1,1,1,3,0,1,1,4,0,0,5,4,10,2,61,IP65,Релейное,"До 7""",21.0,21.4
600,400,250,1,0,11,9,0,9,0,0,0,0,0,4,2,1,1,0,2,1,69,IP54,Компактный ПЛК,Нет,14.31,14.2
800,800,300,1,1,7,6,1,4,1,0,0,1,1,4,0,0,3,0,4,3,63,IP65,Релейное,Нет,13.71,13.63
400,300,200,1,1,6,6,0,0,0,3,0,1,0,3,0,0,5,3,0,1,45,IP54,Релейное,"До 7""",14.33,14.72
800,800,300,1,0,10,4,1,2,1,0,0,0,1,0,2,1,3,1,6,3,32,IP65,Релейное,Нет,11.4,11.23
800,800,300,1,0,10,5,0,4,1,0,0,1,0,6,0,0,6,3,6,2,79,IP54,Компактный ПЛК,"До 7""",16.91,17.13
600,400,250,1,0,8,7,1,4,2,0,0,1,1,6,2,1,2,5,0,0,69,IP65,Нет,Нет,13.25,12.67
800,800,300,1,0,7,8,1,5,2,0,0,1,1,4,0,0,6,0,3,3,70,IP21,Компактный ПЛК,"До 7""",15.63,15.57
600,400,250,1,0,9,9,1,5,0,0,0,1,0,2,0,0,2,0,5,3,88,IP54,Компактный ПЛК,"До 7""",17.0,16.95
800,800,300,1,0,12,7,0,7,0,0,0,1,0,1,2,1,1,1,9,3,72,IP65,Компактный ПЛК,Нет,17.32,28.28
1200,1000,400,1,0,8,9,0,5,2,2,0,1,0,0,2,1,7,3,2,1,62,IP54,Компактный ПЛК,Нет,17.79,18.6
1200,1000,400,1,0,11,8,1,3,2,3,0,1,1,5,1,1,5,0,2,1,77,IP54,Компактный ПЛК,Нет,19.06,19.14
800,600,300,1,1,8,7,1,5,1,0,0,1,1,6,0,0,5,5,1,3,63,IP21,Компактный ПЛК,"Свыше 7""",15.63,15.48
2000,800,600,1,0,11,12,1,6,0,4,0,1,1,4,2,1,3,5,3,3,87,IP65,Релейное,"До 7""",23.51,26.5
2000,800,600,0,1,6,7,0,6,1,0,0,1,0,3,2,1,2,4,0,0,60,IP54,Нет,"До 7""",12.41,12.75
800,800,300,1,1,7,8,0,5,2,1,0,1,1,4,2,1,7,5,0,0,51,IP66,Нет,"До 7""",14.85,14.93
1000,800,300,1,0,6,4,1,1,1,1,0,1,1,0,1,1,2,5,3,1,36,IP65,Модульный ПЛК,"Свыше 7""",12.84,13.13
2000,800,600,1,1,14,6,1,0,2,4,0,1,0,3,0,0,1,5,10,2,54,IP21,Модульный ПЛК,"Свыше 7""",22.13,24.89
800,800,300,1,0,7,6,1,2,2,0,0,1,1,3,0,0,4,2,4,2,50,IP54,Релейное,Нет,12.26,11.1
600,400,250,1,0,12,10,1,1,2,5,0,1,0,8,0,0,2,4,7,1,63,IP21,Релейное,"До 7""",21.77,20.21
800,600,300,1,0,3,2,1,0,2,0,0,1,0,2,2,1,6,2,0,0,17,IP54,Нет,Нет,6.35,6.66
2000,800,600,1,0,8,6,1,5,2,0,0,1,1,1,1,1,1,3,7,3,67,IP65,Релейное,"До 7""",16.68,18.05
2000,800,600,1,1,11,7,1,0,1,3,0,1,1,6,2,1,0,4,7,1,57,IP54,Компактный ПЛК,Нет,19.59,20.67
800,600,300,1,0,9,6,0,1,2,0,0,1,1,2,0,0,2,1,6,2,46,IP65,Компактный ПЛК,Нет,12.31,12.21
1000,800,300,1,0,11,10,0,4,0,3,0,1,0,9,2,1,7,1,7,2,100,IP54,Компактный ПЛК,"До 7""",24.73,24.58
800,800,300,1,1,18,12,0,6,0,2,0,1,1,7,2,1,6,0,11,2,98,IP21,Компактный ПЛК,"Свыше 7""",27.4,28.52
600,600,250,1,1,9,3,0,1,2,0,0,1,0,2,0,0,7,3,11,2,49,IP65,Модульный ПЛК,Нет,15.34,16.19
800,600,300,1,1,9,4,0,2,2,0,0,1,1,0,2,1,4,4,11,2,53,IP65,Модульный ПЛК,"До 7""",17.34,20.4
600,400,250,1,1,8,4,0,0,1,2,0,1,1,3,2,1,6,1,3,2,32,IP54,Компактный ПЛК,"До 7""",15.21,14.73
600,600,250,1,0,10,7,1,5,1,0,0,1,1,5,0,0,7,4,2,3,78,IP66,Модульный ПЛК,"До 7""",17.55,19.29
800,600,300,1,0,10,12,0,7,0,1,0,1,1,3,1,1,1,3,3,3,112,IP54,Компактный ПЛК,"Свыше 7""",21.19,18.76
2000,800,600,1,0,9,7,1,4,1,2,0,1,1,8,0,0,6,3,5,3,62,IP65,Компактный ПЛК,"До 7""",20.33,21.15
1200,1000,400,1,0,8,5,0,1,0,2,0,1,1,6,2,1,4,3,2,2,36,IP65,Компактный ПЛК,"До 7""",15.55,14.36
800,600,300,1,0,8,3,1,1,1,0,0,1,1,3,0,0,1,5,7,2,47,IP54,Модульный ПЛК,"До 7""",14.17,14.03
1200,1000,400,1,1,4,6,0,2,0,0,0,1,1,5,0,0,7,2,1,2,52,IP21,Компактный ПЛК,"Свыше 7""",12.49,12.79
600,600,250,1,0,13,8,1,5,0,0,2,1,1,1,0,0,7,0,10,1,87,IP65,Релейное,"Свыше 7""",20.01,21.15
2000,800,600,1,0,10,9,1,2,2,7,0,1,0,1,0,0,6,2,1,2,61,IP54,Компактный ПЛК,"До 7""",19.56,21.17
1000,800,300,1,0,11,6,0,4,2,0,3,1,1,2,0,0,4,0,10,2,71,IP54,Релейное,Нет,17.7,18.8
400,300,200,1,1,10,9,1,6,2,2,0,1,0,9,1,1,2,5,0,0,86,IP54,Нет,"До 7""",20.43,20.2
2000,800,600,1,0,3,2,1,2,0,0,0,0,0,3,2,1,5,4,0,0,28,IP54,Нет,"До 7""",8.16,7.83
1200,1000,400,1,0,4,6,0,3,0,0,0,1,0,4,2,1,1,0,1,3,51,IP21,Компактный ПЛК,"До 7""",11.75,12.77
800,600,300,1,1,10,5,0,3,0,0,0,1,1,5,0,0,1,2,10,1,69,IP21,Релейное,"До 7""",16.66,16.87
600,400,250,1,1,10,8,0,2,1,1,0,1,0,0,0,0,2,2,10,1,58,IP54,Компактный ПЛК,"До 7""",16.9,19.02
600,400,250,1,1,11,10,0,2,0,5,0,1,0,2,0,0,4,1,5,2,56,IP21,Компактный ПЛК,"Свыше 7""",19.97,19.52
600,600,250,1,0,12,11,0,7,2,0,0,0,1,5,1,1,3,5,2,1,72,IP54,Релейное,"Свыше 7""",16.89,16.47
600,600,250,1,0,10,10,0,5,1,3,0,1,1,10,0,0,2,2,0,0,96,IP65,Нет,Нет,19.4,17.07
800,600,300,1,1,6,4,1,1,2,1,0,1,1,4,1,1,1,3,0,0,26,IP65,Нет,"Свыше 7""",10.16,10.49
600,600,250,1,0,9,12,0,7,1,0,0,1,0,2,1,1,1,4,0,1,91,IP21,Компактный ПЛК,"До 7""",16.59,15.97
600,400,250,1,0,8,4,1,2,1,0,0,1,0,2,2,1,6,2,11,2,65,IP21,Компактный ПЛК,"До 7""",17.41,17.81
1000,800,300,1,0,10,8,0,4,2,0,1,1,0,6,2,1,3,0,10,2,79,IP66,Модульный ПЛК,Нет,19.81,20.23
400,300,200,1,0,12,8,1,6,2,0,0,1,0,5,1,1,2,5,9,1,79,IP21,Релейное,Нет,18.71,19.04
400,300,200,1,1,8,7,0,2,2,2,0,1,0,1,0,0,3,1,3,2,59,IP66,Компактный ПЛК,"До 7""",17.81,32.52
600,600,250,1,0,13,11,1,5,0,1,0,1,0,0,2,1,5,2,5,3,91,IP54,Компактный ПЛК,"Свыше 7""",20.12,21.31
800,800,300,1,0,8,8,1,5,1,0,3,1,1,5,0,0,6,4,0,0,51,IP54,Нет,"До 7""",13.66,14.25
800,800,300,1,0,5,4,0,0,2,0,0,1,1,1,0,0,2,2,0,0,21,IP65,Нет,"До 7""",6.82,7.34
2000,800,600,1,1,9,9,1,6,0,1,0,1,1,1,0,0,0,4,5,3,74,IP65,Компактный ПЛК,"До 7""",18.04,17.14
800,800,300,1,0,7,7,1,1,0,3,0,1,1,2,1,1,6,3,5,3,45,IP66,Компактный ПЛК,"До 7""",18.75,19.64
1000,800,300,1,0,4,2,1,2,0,0,0,1,1,0,0,0,5,0,2,1,30,IP54,Релейное,Нет,7.7,8.08
1200,1000,400,1,1,7,3,0,0,2,1,0,1,1,1,2,1,1,0,8,2,32,IP65,Релейное,"До 7""",13.19,14.13
2000,800,600,1,1,14,9,1,4,0,3,3,1,1,1,0,0,5,4,6,2,55,IP66,Компактный ПЛК,"Свыше 7""",22.97,26.69
1200,1000,400,1,0,15,12,1,4,0,3,0,1,1,4,1,1,6,3,11,3,107,IP65,Компактный ПЛК,Нет,26.91,28.5
800,800,300,1,1,14,12,0,8,0,0,0,1,1,8,1,1,5,4,8,1,105,IP54,Компактный ПЛК,"До 7""",22.89,22.38
800,800,300,1,1,11,10,0,3,1,3,2,1,1,3,0,0,0,0,0,3,73,IP66,Модульный ПЛК,"Свыше 7""",20.72,23.05
400,300,200,1,1,12,10,0,1,0,7,0,1,0,2,1,1,7,1,5,2,61,IP65,Релейное,Нет,20.32,19.29
2000,800,600,1,0,3,4,0,2,2,0,0,1,0,1,0,0,7,4,0,0,36,IP65,Нет,"Свыше 7""",9.14,8.86
400,300,200,1,0,12,8,0,4,2,0,2,1,0,5,1,1,4,0,8,1,91,IP65,Модульный ПЛК,Нет,19.32,19.15
800,800,300,1,0,8,8,0,2,2,4,0,1,0,2,1,1,6,2,0,0,52,IP66,Нет,"До 7""",16.56,16.22
